_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
819014,4284986,2017.0,2020,1971.0,PRIVATE,19,Beaches-East York,9 CRESCENT PL,29,587,2020-11-19,72,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,,S1930,43.695648592,-79.291287219,321619.854,4839297.583000001
819015,4156314,2017.0,2020,1971.0,PRIVATE,19,Beaches-East York,11 CRESCENT PL,29,159,2020-11-19,70,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,,S1930,43.695136718,-79.290535808,321603.253,4839337.069
819016,4288860,2017.0,2020,1958.0,PRIVATE,19,Beaches-East York,1981 DUNDAS ST E,3,12,2020-11-19,74,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,4.0,4.0,,4.0,,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,S1937,43.668927771999996,-79.315350573,319674.841,4836347.995
819017,4155275,2017.0,2020,1960.0,PRIVATE,3,Etobicoke-Lakeshore,16 RIVERWOOD PKWY,5,45,2020-11-19,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,W0327,43.6390524323,-79.4890660176,305666.544,4833011.7530000005
819018,4155289,2017.0,2020,1958.0,PRIVATE,3,Etobicoke-Lakeshore,25 RIVERWOOD PKWY,4,50,2020-11-19,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0327,43.639857076400006,-79.48883782989999,305684.946,4833101.147
819019,4154522,2017.0,2020,1956.0,PRIVATE,8,Eglinton-Lawrence,16 HOTSPUR RD,3,12,2020-11-19,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,N0823,43.73325697600001,-79.4341048887,310075.36199999996,4843467.916
819020,4153530,2017.0,2020,1960.0,PRIVATE,13,Toronto Centre,100 GLOUCESTER ST,11,212,2020-11-19,72,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,,S1322,43.6680608437,-79.37977337609999,314480.036,4836241.251
819021,4153529,2017.0,2020,1960.0,PRIVATE,13,Toronto Centre,105 ISABELLA ST,11,221,2020-11-19,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,,S1322,43.6684688832,-79.3799631196,314464.668,4836286.561000001
819022,4154518,2017.0,2020,1956.0,PRIVATE,8,Eglinton-Lawrence,25 HOTSPUR RD,3,11,2020-11-19,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,1.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0823,43.732587967700006,-79.43470192619999,310044.798,4843405.008
819023,4154526,2017.0,2020,1957.0,PRIVATE,8,Eglinton-Lawrence,26 HOTSPUR RD,3,12,2020-11-19,75,Evaluation needs to be conducted in 2 years,16,4.0,4.0,1.0,4.0,3.0,4.0,,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0823,43.733002204399995,-79.4353409196,309977.291,4843434.838
819024,4153526,2017.0,2020,1960.0,PRIVATE,13,Toronto Centre,10 HUNTLEY ST,20,116,2020-11-19,85,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,,S1322,43.668602291400006,-79.37821746270001,314605.424,4836301.5819999995
819025,4153520,2017.0,2020,1901.0,SOCIAL HOUSING,13,Toronto Centre,127 ISABELLA ST,3,20,2020-11-19,63,Evaluation needs to be conducted in 1 year,15,2.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,4.0,,3.0,,,S1322,43.669021237799996,-79.3777377733,314644.039,4836348.18
819026,4152810,2017.0,2020,1969.0,PRIVATE,24,Scarborough-Guildwood,421 MARKHAM RD,12,159,2020-11-19,81,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,E2430,43.7506077851,-79.2210328403,327250.61699999997,4845442.448
819027,4153656,2017.0,2020,1985.0,SOCIAL HOUSING,14,Toronto-Danforth,100 UNITY RD,6,98,2020-11-19,86,Evaluation needs to be conducted in 3 years,20,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,S1432,43.677802998900006,-79.3304925488,318452.018,4837330.443
819028,4153655,2017.0,2020,1983.0,SOCIAL HOUSING,14,Toronto-Danforth,110 UNITY RD,8,174,2020-11-19,90,Evaluation needs to be conducted in 3 years,20,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,S1432,43.6779324239,-79.3299297782,318497.365,4837344.914
819029,4153685,2017.0,2020,1917.0,PRIVATE,19,Beaches-East York,97 LEE AVE,3,10,2020-11-19,73,Evaluation needs to be conducted in 2 years,17,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,,S1939,43.6711166025,-79.29799553229999,321074.04,4836593.47
819030,4153016,2017.0,2020,1978.0,PRIVATE,4,Parkdale-High Park,22 MAYNARD AVE,3,36,2020-11-19,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,3.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,S0436,43.637780662299996,-79.4379497225,309790.94399999996,4832872.164
819031,4152901,2017.0,2020,1957.0,PRIVATE,4,Parkdale-High Park,9 MORNINGSIDE AVE,4,36,2020-11-19,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S0430,43.645605233000005,-79.473469677,306924.468,4833740.943
819032,4155494,2017.0,2020,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2547 LAKE SHORE BLVD W,4,26,2020-11-19,76,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,4.0,3.0,3.0,,3.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,W0336,43.609303546999996,-79.4892009672,305656.036,4829706.813
819033,4152598,2017.0,2020,1968.0,PRIVATE,20,Scarborough Southwest,10 TEESDALE PL,24,285,2020-11-19,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,,E2028,43.6965267454,-79.2862044067,322017.663,4839418.771000001
819034,4153657,2017.0,2020,1990.0,SOCIAL HOUSING,14,Toronto-Danforth,570 COXWELL AVE,3,11,2020-11-19,83,Evaluation needs to be conducted in 2 years,16,4.0,5.0,5.0,4.0,5.0,5.0,,5.0,,,3.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,,S1432,43.679932553,-79.3224960568,319096.268,4837568.387
819035,4153660,2017.0,2020,1930.0,PRIVATE,14,Toronto-Danforth,5 DONLANDS AVE,4,24,2020-11-18,77,Evaluation needs to be conducted in 2 years,14,5.0,3.0,5.0,3.0,5.0,5.0,,4.0,,,3.0,4.0,3.0,3.0,3.0,5.0,,3.0,,,S1427,43.6807286698,-79.3371951618,317910.956,4837654.388
819036,4153577,2017.0,2020,1992.0,SOCIAL HOUSING,14,Toronto-Danforth,179 BROADVIEW AVE,4,41,2020-11-18,87,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,,S1434,43.661102106499996,-79.3502357937,316863.476,4835472.037
819037,4154500,2017.0,2020,1960.0,PRIVATE,8,Eglinton-Lawrence,93 NEPTUNE DR,3,10,2020-11-18,73,Evaluation needs to be conducted in 2 years,17,3.0,4.0,4.0,3.0,4.0,4.0,,3.0,,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,N0823,43.7316875988,-79.43837313590001,309749.131,4843304.7530000005
819038,4154593,2017.0,2020,1958.0,PRIVATE,6,York Centre,3888 BATHURST ST,3,31,2020-11-18,84,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,4.0,5.0,4.0,,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,,N0629,43.7428392461,-79.4358673585,309950.049,4844543.7530000005
819039,4154592,2017.0,2020,1958.0,PRIVATE,6,York Centre,3890 BATHURST ST,4,30,2020-11-18,84,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,3.0,5.0,4.0,,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,,N0629,43.7431564667,-79.4359561971,309942.868,4844578.99
819040,4154073,2017.0,2020,1968.0,PRIVATE,19,Beaches-East York,114 BARRINGTON AVE,3,12,2020-11-18,70,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,,,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,S1930,43.6923773913,-79.3026696291,320691.542,4838954.561000001
819041,4167764,2017.0,2020,1969.0,PRIVATE,20,Scarborough Southwest,544 BIRCHMOUNT RD,11,131,2020-11-18,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,,E2029,43.711075654,-79.270595187,323271.08,4841039.404
819042,4153525,2017.0,2020,1929.0,PRIVATE,13,Toronto Centre,40 EARL ST,5,39,2020-11-18,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S1322,43.66881613939999,-79.3759529086,314788.01399999997,4836325.598
819043,4153524,2017.0,2020,1993.0,SOCIAL HOUSING,13,Toronto Centre,50 EARL ST,4,22,2020-11-18,84,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,5.0,4.0,4.0,,4.0,5.0,,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,,4.0,S1322,43.6688638916,-79.3757306133,314805.933,4836330.929
819044,4153507,2017.0,2020,1888.0,PRIVATE,13,Toronto Centre,510 JARVIS ST,3,16,2020-11-18,81,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,5.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,S1322,43.66751677640001,-79.3792333809,314523.675,4836180.868
819045,4153034,2017.0,2020,1957.0,PRIVATE,4,Parkdale-High Park,177 JAMESON AVE,7,73,2020-11-18,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S0436,43.6385987342,-79.4361728843,309934.239,4832963.146000001
819046,4152919,2017.0,2020,1910.0,PRIVATE,4,Parkdale-High Park,29 JANE ST,3,18,2020-11-18,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,5.0,5.0,,4.0,3.0,,S0426,43.6502220463,-79.4843917868,306043.476,4834252.688999999
819047,4156225,2017.0,2020,1950.0,PRIVATE,2,Etobicoke Centre,4754 DUNDAS ST W,4,14,2020-11-18,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,3.0,,3.0,,,4.0,4.0,5.0,4.0,5.0,4.0,,3.0,4.0,,W0229,43.652203577,-79.525983776,302683.101,4834465.154
819048,4154064,2017.0,2020,1950.0,PRIVATE,19,Beaches-East York,1001 O'CONNOR DR,4,83,2020-11-18,74,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,,4.0,3.0,4.0,4.0,3.0,4.0,3.0,,4.0,3.0,,S1924,43.7097238899,-79.30919265920001,320161.322,4840880.499
819049,4153505,2019.0,2020,1931.0,PRIVATE,13,Toronto Centre,110 WELLESLEY ST E,6,48,2020-11-18,79,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,,4.0,4.0,3.0,3.0,4.0,4.0,,4.0,4.0,,S1322,43.666837468100006,-79.3774688112,314666.097,4836105.602
819050,4154063,2017.0,2020,1956.0,PRIVATE,19,Beaches-East York,2920 ST CLAIR AVE E,4,15,2020-11-18,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,S1924,43.708477676,-79.3002028238,320886.13,4840743.72
819051,4154062,2017.0,2020,1956.0,PRIVATE,19,Beaches-East York,2922 ST CLAIR AVE E,4,16,2020-11-18,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,,S1924,43.7085088591,-79.2998972117,320910.751,4840747.242
819052,4154790,2017.0,2020,1950.0,PRIVATE,16,Don Valley East,2 THE DONWAY E,4,40,2020-11-18,83,Evaluation needs to be conducted in 2 years,18,3.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N1627,43.73286948689999,-79.3418228518,317526.80100000004,4843446.279
819053,4154789,2017.0,2020,1950.0,PRIVATE,16,Don Valley East,4 THE DONWAY E,4,40,2020-11-18,81,Evaluation needs to be conducted in 2 years,18,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N1627,43.7330607404,-79.340845323,317590.11699999997,4843465.219
819054,4154507,2017.0,2020,1950.0,PRIVATE,8,Eglinton-Lawrence,24 WASDALE CRES,3,11,2020-11-18,76,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,,N0823,43.730975673,-79.4363599981,309911.368,4843225.786
819055,4154509,2017.0,2020,1956.0,PRIVATE,8,Eglinton-Lawrence,30 WASDALE CRES,3,10,2020-11-18,74,Evaluation needs to be conducted in 2 years,17,3.0,4.0,4.0,4.0,3.0,4.0,,4.0,,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,N0823,43.7308801884,-79.4368395679,309872.74199999997,4843215.149
819056,4154511,2017.0,2020,1965.0,PRIVATE,8,Eglinton-Lawrence,34 WASDALE CRES,3,11,2020-11-18,69,Evaluation needs to be conducted in 2 years,17,4.0,4.0,1.0,4.0,3.0,4.0,,4.0,,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,,N0823,43.730776631400005,-79.4372931994,309836.206,4843203.617
819057,4154543,2017.0,2020,1950.0,PRIVATE,8,Eglinton-Lawrence,47 WASDALE CRES,3,28,2020-11-18,80,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0823,43.73026578859999,-79.4369391147,309864.775,4843146.886
819058,4153513,2017.0,2020,1929.0,PRIVATE,13,Toronto Centre,64 WELLESLEY ST E,5,60,2020-11-18,69,Evaluation needs to be conducted in 2 years,17,4.0,4.0,3.0,3.0,3.0,4.0,,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,,3.0,3.0,,S1322,43.665901023,-79.381806918,314316.12100000004,4836002.031
819059,4155035,2017.0,2020,1955.0,PRIVATE,12,Toronto-St. Paul's,641 VAUGHAN RD,4,45,2020-11-18,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,3.0,4.0,,5.0,3.0,,S1222,43.693235288800004,-79.4417901487,309476.779,4839032.662
819060,4154964,2017.0,2020,1929.0,PRIVATE,12,Toronto-St. Paul's,118 VAUGHAN RD,4,32,2020-11-18,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,3.0,,S1229,43.684225142200006,-79.4217235507,311095.282,4838032.994
819061,4154067,2017.0,2020,1960.0,PRIVATE,19,Beaches-East York,2890 ST CLAIR AVE E,4,31,2020-11-18,72,Evaluation needs to be conducted in 2 years,15,4.0,3.0,4.0,3.0,4.0,4.0,,4.0,,,3.0,4.0,3.0,3.0,4.0,4.0,,4.0,3.0,,S1924,43.707880094,-79.302844655,320715.28,4840691.633
819062,4155366,2017.0,2020,1968.0,PRIVATE,2,Etobicoke Centre,311 DIXON RD,16,178,2020-11-18,69,Evaluation needs to be conducted in 2 years,19,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,,W0222,43.6952084517,-79.5537109023,300454.932,4839251.808
819063,4154099,2017.0,2020,1955.0,PRIVATE,14,Toronto-Danforth,246 COSBURN AVE,6,40,2020-11-18,87,Evaluation needs to be conducted in 3 years,18,5.0,3.0,5.0,5.0,5.0,5.0,,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,,S1422,43.6908769732,-79.3430214512,317439.08,4838780.927
819064,4269230,2017.0,2020,1959.0,PRIVATE,20,Scarborough Southwest,508 DANFORTH RD,3,24,2020-11-18,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,3.0,4.0,4.0,,5.0,,,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,E2030,43.7092676432,-79.2670048703,323561.223,4840838.393
819065,4152583,2017.0,2020,1954.0,PRIVATE,20,Scarborough Southwest,62 GLEN EVEREST RD,4,46,2020-11-18,72,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,3.0,4.0,5.0,4.0,3.0,4.0,,4.0,4.0,,E2035,43.702519583000004,-79.253065845,324686.511,4840092.937
819066,4152582,2017.0,2020,1960.0,PRIVATE,20,Scarborough Southwest,4 FOLCROFT AVE,3,13,2020-11-18,68,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,2.0,4.0,,3.0,,2.0,3.0,3.0,5.0,4.0,3.0,4.0,,4.0,4.0,,E2035,43.701030915,-79.25119809,324814.217,4839929.968
819067,4285401,2018.0,2020,1952.0,PRIVATE,20,Scarborough Southwest,6 FOLCROFT AVE,3,13,2020-11-18,71,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,4.0,3.0,3.0,,3.0,,3.0,3.0,3.0,5.0,4.0,3.0,4.0,,4.0,4.0,,E2035,43.700957687,-79.251492552,324829.314,4839934.355
819068,4155031,2021.0,2020,1960.0,PRIVATE,12,Toronto-St. Paul's,1801 EGLINTON AVE W,3,41,2020-11-18,71,Evaluation needs to be conducted in 2 years,17,4.0,4.0,3.0,3.0,3.0,4.0,,4.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,,4.0,3.0,,S1222,43.6957650601,-79.4490219345,308893.65,4839313.352
819069,4155503,2017.0,2020,1950.0,PRIVATE,3,Etobicoke-Lakeshore,2515 LAKE SHORE BLVD W,4,30,2020-11-18,72,Evaluation needs to be conducted in 2 years,15,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,,,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,3.0,,W0336,43.6115410495,-79.489468582,305634.407,4829955.385
819070,4155501,2017.0,2020,1970.0,PRIVATE,3,Etobicoke-Lakeshore,2519 LAKE SHORE BLVD W,4,44,2020-11-18,68,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,,W0336,43.610690629,-79.48977037,305628.08,4829849.455
819071,4152932,2017.0,2020,1926.0,PRIVATE,4,Parkdale-High Park,5 HIGH PARK AVE,3,21,2020-11-18,81,Evaluation needs to be conducted in 2 years,14,4.0,4.0,5.0,4.0,3.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,,,S0428,43.6538760484,-79.46498174060001,307609.12899999996,4834659.06
819072,4154080,2017.0,2020,1962.0,TCHC,19,Beaches-East York,9 HALDON AVE,6,200,2020-11-18,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1926,43.698524498000005,-79.311523697,319975.998,4839636.799
819073,4154803,2017.0,2020,1965.0,PRIVATE,16,Don Valley East,135 FENELON DR,19,218,2020-11-18,84,Evaluation needs to be conducted in 2 years,19,3.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,,N1621,43.7628388267,-79.337948675,317832.429,4846776.338
819074,4155509,2017.0,2020,1960.0,PRIVATE,3,Etobicoke-Lakeshore,2704 LAKE SHORE BLVD W,4,30,2020-11-18,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,4.0,3.0,,3.0,,3.0,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,4.0,,W0335,43.6028754682,-79.4965836376,305060.126,4828992.645
819075,4155517,2017.0,2020,1980.0,TCHC,3,Etobicoke-Lakeshore,2835 LAKE SHORE BLVD W,9,148,2020-11-18,79,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,W0335,43.6013719933,-79.50153664300001,304660.286,4828825.602
819076,4152809,2017.0,2020,1970.0,PRIVATE,24,Scarborough-Guildwood,419 MARKHAM RD,12,160,2020-11-18,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,E2430,43.750117696000004,-79.220863337,327264.45,4845388.046
819077,4155447,2018.0,2020,1965.0,PRIVATE,1,Etobicoke North,2435 KIPLING AVE,13,153,2020-11-18,70,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,W0124,43.7388442337,-79.578720865,298443.619,4844101.085
819078,4155488,2017.0,2020,1955.0,PRIVATE,3,Etobicoke-Lakeshore,2532 LAKE SHORE BLVD W,4,46,2020-11-18,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,3.0,,3.0,,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,W0336,43.6109821847,-79.4903809388,305560.767,4829893.29
819079,4154066,2017.0,2020,1955.0,PRIVATE,19,Beaches-East York,2892 ST CLAIR AVE E,4,34,2020-11-18,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,3.0,4.0,4.0,3.0,,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,S1924,43.70796583,-79.30242735899999,320686.3,4840682.162
819080,4153066,2017.0,2020,1966.0,PRIVATE,4,Parkdale-High Park,55 TRILLER AVE,22,294,2020-11-18,74,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,S0435,43.6399998042,-79.4436738938,309328.92600000004,4833118.38
819081,4153650,2017.0,2020,1990.0,PRIVATE,14,Toronto-Danforth,768 PAPE AVE,3,15,2020-11-17,69,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,4.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,,S1425,43.681065593599996,-79.3460950974,317193.343,4837690.477
819082,4153508,2017.0,2020,1968.0,PRIVATE,13,Toronto Centre,100 WELLESLEY ST E,28,427,2020-11-17,81,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,S1322,43.6665543282,-79.3792025495,314526.32,4836073.948
819083,4155203,2017.0,2020,1958.0,PRIVATE,4,Parkdale-High Park,4070 OLD DUNDAS ST,5,48,2020-11-17,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S0421,43.662865718,-79.504063965,304456.251,4835658.188999999
819084,4153031,2018.0,2020,1965.0,PRIVATE,4,Parkdale-High Park,157 JAMESON AVE,6,66,2020-11-17,73,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,3.0,4.0,,4.0,4.0,,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,,S0436,43.6376650671,-79.435751998,309968.274,4832859.448
819085,4154594,2017.0,2020,1960.0,PRIVATE,6,York Centre,3886 BATHURST ST,4,28,2020-11-17,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,5.0,4.0,,5.0,,4.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,,N0629,43.7425586658,-79.4358613114,309950.559,4844512.5819999995
